sample_id,text,model,true_specialist,predicted_specialist,specialist_confidence,true_severity,predicted_severity,severity_confidence,language,token_length
2562::v1::10bb91dd,"Mera bahut dard ho rha he, Mujhe PREOPERATIVE DIAGNOSIS: , Intrauterine pregnancy at term with previous cesarean section.",xlm_roberta_large,OBGYN,GI,0.14723613858222961,S4,S2,0.24721482396125793,Hinglish,18
2562::v2::4e30b8f3,"Mujhe tabiyat ki shikayat hain, Mujhe PREOPERATIVE DIAGNOSIS: , Intrauterine pregnancy at term with previous cesarean section.",xlm_roberta_large,OBGYN,GI,0.14602385461330414,S4,S2,0.24659518897533417,Hinglish,17
2562::v3::ff9686f7,"Yeh dardh bahot zyada hain kaal subah se, Mujhe PREOPERATIVE DIAGNOSIS: , Intrauterine pregnancy at term with previous cesarean section.",xlm_roberta_large,OBGYN,GI,0.1467580497264862,S4,S2,0.2463988959789276,Hinglish,20
2568::v0::ba501486,"PREOPERATIVE DIAGNOSES:,1.  Postdates pregnancy.,2.  Failure to progress.,3.  Meconium stained amniotic fluid.,POSTOPERATIVE DIAGNOSES:,1.  Postdates pregnancy.,2.  Failure to progress.,3.  Meconium stained amniotic fluid.,OPERATION:,  Primary low-transverse C-section.,ANESTHESIA:,  Epidural.,DESCRIPTION OF OPERATION:  ,The patient was taken to the operating room and under epidural anesthesia, she was prepped and draped in the usual manner.  Anesthesia was tested and found to be adequate.  Incision was made, Pfannenstiel, approximately 1.5 fingerbreadths above the symphysis pubis and carried sharply through subcutaneous and fascial layers without difficulty; the fascia being incised laterally.  Bleeders were bovied.  Rectus muscles were separated from the overlying fascia with blunt and sharp dissection.  Muscles were separated in the midline.  Peritoneum was entered sharply and incision was carried out laterally in each direction.  Bladder blade was placed and bladder flap developed with blunt and sharp dissection.  A horizontal _______ incision was made in the lower uterine segment and carried laterally in each direction.  Allis was placed in the incision, and an uncomplicated extraction of a 7 pound 4 ounce, Apgar 9 female was accomplished and given to the pediatric service in attendance.  Infant was carefully suctioned after delivery of the head and body.  Cord blood was collected.  _______ and endometrial cavity was wiped free of membranes and clots.  Lower segment incision was inspected.  There were some extensive adhesions on the left side and a figure-of-eight suture of 1 chromic was placed on both lateral cuff borders and the cuff was closed with two interlocking layers of 1 chromic.  Bleeding near the left cuff required an additional suture of 1 chromic after which hemostasis was present.  Cul-de-sac was suctioned free of blood and clots and irrigated.  Fundus was delivered back into the abdominal cavity and lateral gutters were suctioned free of blood and clots and irrigated.  Lower segment incision was again inspected and found to be hemostatic.  The abdominal wall was then closed in layers, 2-0 chromic on the peritoneum, 0 Maxon on the fascia, 3-0 plain on the subcutaneous and staples on the skin.  Hemostasis was present between all layers.  The area was gently irrigated across the peritoneum and fascial layers.  There were no intraoperative complications except blood loss.  The patient was taken to the recovery room in satisfactory condition.",xlm_roberta_large,OBGYN,GI,0.14720101654529572,S4,S2,0.2453247457742691,Hinglish,364
2568::v1::ca3fdb7f,"Meraa bahut dardh hoo rha hy, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14859014749526978,S4,S2,0.2452063113451004,Hinglish,9
2568::v2::5e84389c,"Mujhe tabiyat ki shikayat hain, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14828111231327057,S4,S2,0.2447703778743744,Hinglish,8
2568::v3::83d25b29,"Ye dard bohot ziyada he kaal subaha se, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14561404287815094,S4,S2,0.2440079301595688,Hinglish,11
2570::v0::a0c52fcd,"PREOPERATIVE DIAGNOSES:,1.  Pregnancy at 40 weeks.,2.  Failure to progress.,3.  Premature prolonged rupture of membranes.,4.  Group B strep colonization.,POSTOPERATIVE DIAGNOSIS:,1.  Pregnancy at 40 weeks.,2.  Failure to progress.,3.  Premature prolonged rupture of membranes.,4.  Group B strep colonization.,5.  Delivery of viable male neonate.,PROCEDURE PERFORMED: , Primary low transverse cesarean section via Pfannenstiel incision.,ANESTHESIA:  ,Spinal.,ESTIMATED BLOOD LOSS: , 1000 cc.,FLUID REPLACEMENT: , 2700 cc crystalloid.,URINE:,  500 cc clear yellow urine in the Foley catheter.,INTRAOPERATIVE FINDINGS:  ,Normal appearing uterus, tubes, and ovaries.  A viable male neonate with Apgars of 9 and 9 at 1 and 5 minutes respectively.  Infant weight equaled to 4140 gm with clear amniotic fluid.  The umbilical cord was wrapped around the leg tightly x1.  Infant was in a vertex, right occiput anterior position.,INDICATIONS FOR PROCEDURE:  ,The patient is a 19-year-old G1 P0 at 41 and 1/7th weeks' intrauterine pregnancy.  She presented at mid night on 08/22/03 complaining of spontaneous rupture of membranes, which was confirmed in Labor and Delivery.  The patient had a positive group beta strep colonization culture and was started on penicillin.  The patient was also started on Pitocin protocol at that time.  The patient was monitored throughout the morning showing some irregular contractions every 5 to 6 minutes and then eventually no contractions on the monitor.  IUPC was placed without difficulty and contractions appeared to be regular, however, they were inadequate amount of the daily units.  The patient was given a rest from the Pitocin.  She walked and had a short shower.  The patient was then placed back on Pitocin with IUPC in place and we were unable to achieve adequate contractions.  Maximum cervical dilation was 5 cm, 80% effaced, negative 2 station, and cephalic position.  At the time of C-section, the patient had been ruptured for over 24 hours and it was determined that she would not progress in her cervical dilation, as there was suspected macrosomia on ultrasound.  Options were discussed with the patient and family and it was determined that we will take her for C-section today.  Consent was signed.  All questions were answered with Dr. X present.,PROCEDURE: , The patient was taken to the operative suite where a spinal anesthetic was placed.  She was placed in the dorsal supine position with left upward tilt.  She was prepped and draped in the normal sterile fashion and her spinal anesthetic was found to adequate.  A Pfannenstiel incision was made with a first scalpel and carried through the underlying layer of fascia with a second scalpel.  The fascia was incised in the midline and extended laterally using curved Mayo scissors.  The superior aspect of the fascial incision was grasped with Ochsner and Kocher clamps and elevated off the rectus muscles.  Attention was then turned to the inferior aspect of the incision where Kocher clamps were used to elevate the fascia off the underlying rectus muscle.  The rectus muscle was separated in the midline bluntly.  The underlying peritoneum was tented up with Allis clamps and incised using Metzenbaum scissors.  The peritoneum was then bluntly stretched.  The bladder blade was placed.  The vesicouterine peritoneum was identified, tented up with Allis' and entered sharply with Metzenbaum scissors.  The incision was extended laterally and the bladder flap created digitally.  The bladder blade was then reinserted in the lower uterine segment.  A low transverse uterine incision was made with a second scalpel.  The uterine incision was extended laterally bluntly.  The bladder blade was removed and the infant's head was delivered with the assistance of a vacuum.  Infant's nose and mouth were bulb suctioned and the body was delivered atraumatically.  There was, of note, an umbilical cord around the leg tightly x1.,Cord was clamped and cut.  Infant was handed to the waiting pediatrician.  Cord gas was sent for pH as well as blood typing.  The placenta was manually removed and the uterus was exteriorized and cleared of all clots and debris.  The uterine incision was grasped circumferentially with Alfred clamps and closed with #0-Chromic in a running locked fashion.  A second layer of imbricating stitch was performed using #0-Chromic suture to obtain excellent hemostasis.  The uterus was returned to the abdomen.  The gutters were cleared of all clots and debris.  The rectus muscle was loosely approximated with #0-Vicryl suture in a single interrupted fashion.  The fascia was reapproximated with #0-Vicryl suture in a running fashion.  The subcutaneous Scarpa's fascia was then closed with #2-0 plain gut.  The skin was then closed with staples.  The incision was dressed with sterile dressing and bandage.  Blood clots were evacuated from the vagina.  The patient tolerated the procedure well.  The sponge, lap, and needle counts were correct x2.  The mother was taken to the recovery room in stable and satisfactory condition.",xlm_roberta_large,OBGYN,GI,0.15252022445201874,S4,S2,0.2496538758277893,Hinglish,774
2570::v1::47a326be,"Mera bahut dard ho rha hai, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14794956147670746,S4,S2,0.24778532981872559,Hinglish,9
2570::v2::b300c1eb,"Mujhe tabiyyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14777958393096924,S4,S2,0.24518468976020813,Hinglish,8
2570::v3::5d69f723,"Ye dard bhut jiyada hy kaal subah se, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.1461867243051529,S4,S2,0.24485133588314056,Hinglish,11
2574::v0::74f38b82,"PREOPERATIVE DIAGNOSES:,1.  Intrauterine pregnancy at term.,2.  Arrest of dilation. ,POSTOPERATIVE DIAGNOSES:,1.  Intrauterine pregnancy at term.,2.  Arrest of dilation.,PROCEDURE PERFORMED:,  Primary low-transverse cesarean section.,ANESTHESIA: , Epidural.,ESTIMATED BLOOD LOSS: , 1000 mL.,COMPLICATIONS: , None.,FINDINGS:  ,Female infant in cephalic presentation, OP position, weight 9 pounds 8 ounces.  Apgars were 9 at 1 minute and 9 at 5 minutes.  Normal uterus, tubes, and ovaries were noted.,INDICATIONS:  ,The patient is a 20-year-old gravida 1, para 0 female, who presented to labor and delivery in early active labor at 40 and 6/7 weeks gestation.  The patient progressed to 8 cm, at which time, Pitocin was started.  She subsequently progressed to 9 cm, but despite adequate contractions, arrested dilation at 9 cm.  A decision was made to proceed with a primary low transverse cesarean section.,The procedure was described to the patient in detail including possible risks of bleeding, infection, injury to surrounding organs, and possible need for further surgery.  Informed consent was obtained prior to proceeding with the procedure.,PROCEDURE NOTE:  ,The patient was taken to the operating room where epidural anesthesia was found to be adequate.  The patient was prepped and draped in the usual sterile fashion in the dorsal supine position with a left-ward tilt.  A Pfannenstiel skin incision was made with the scalpel and carried through to the underlying layer of fascia using the Bovie.  The fascia was incised in the midline and extended laterally using Mayo scissors.  Kocher clamps were used to elevate the superior aspect of the fascial incision, which was elevated, and the underlying rectus muscles were dissected off bluntly and using Mayo scissors.  Attention was then turned to the inferior aspect of the fascial incision, which in similar fashion was grasped with Kocher clamps, elevated, and the underlying rectus muscles were dissected off bluntly and using Mayo scissors.  The rectus muscles were dissected in the midline.,The peritoneum was bluntly dissected, entered, and extended superiorly and inferiorly with good visualization of the bladder.  The bladder blade was inserted.  The vesicouterine peritoneum was identified with pickups and entered sharply using Metzenbaum scissors.  This incision was extended laterally and the bladder flap was created digitally.  The bladder blade was reinserted.  The lower uterine segment was incised in a transverse fashion using the scalpel and extended using manual traction.  Clear fluid was noted.  The infant was subsequently delivered atraumatically.  The nose and mouth were bulb suctioned.  The cord was clamped and cut.  The infant was subsequently handed to the awaiting nursery nurse.  Next, cord blood was obtained per the patient's request for cord blood donation, which took several minutes to perform.  Subsequent to the collection of this blood, the placenta was removed spontaneously intact with a 3-vessel cord noted.  The uterus was exteriorized and cleared of all clots and debris.  The uterine incision was repaired in 2 layers using 0 chromic suture.  Hemostasis was visualized.  The uterus was returned to the abdomen.,The pelvis was copiously irrigated.  The uterine incision was reexamined and was noted to be hemostatic.  The rectus muscles were reapproximated in the midline using 3-0 Vicryl.  The fascia was closed with 0 Vicryl, the subcutaneous layer was closed with 3-0 plain gut, and the skin was closed with staples.  Sponge, lap, and instrument counts were correct x2.  The patient was stable at the completion of the procedure and was subsequently transferred to the recovery room in stable condition.",xlm_roberta_large,OBGYN,GI,0.14936985075473785,S4,S2,0.2510133683681488,Hinglish,555
2574::v1::0140c0ac,"Mera bhut darad hoo rha hai, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14857113361358643,S4,S2,0.25082850456237793,Hinglish,9
2574::v2::a5d91b3e,"Mujhe tabiyat ki shikayat he, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14840729534626007,S4,S2,0.24647021293640137,Hinglish,8
2574::v3::954dfb7d,"Ye dard bohot zyada hai kaal subaha se, Mujhe PREOPERATIVE DIAGNOSES:,1.",xlm_roberta_large,OBGYN,GI,0.14528512954711914,S4,S2,0.24470818042755127,Hinglish,11
2581::v0::157a5dca,"PREOPERATIVE DIAGNOSIS:,  Left adnexal mass.,POSTOPERATIVE DIAGNOSIS:,  Left ovarian lesion.,PROCEDURE PERFORMED:  ,Laparoscopy with left salpingo-oophorectomy.,ANESTHESIA:,  General.,ESTIMATED BLOOD LOSS: , Less than 50 cc.,COMPLICATIONS:,  None.,FINDINGS:,  The labia and perineum were within normal limits.  The hymen was found to be intact.  Laparoscopic findings revealed a 4 cm left adnexal mass, which appeared fluid filled.  There were a few calcifications on the surface of the mass.  The right ovary and fallopian tube appeared normal.  There was no evidence of endometriosis.  The uterus appeared normal in size.  There were no pelvic adhesions noted.,INDICATIONS: , The patient is a 55-year-old gravida 0, para 0 Caucasian female who presents with a left adnexal mass on ultrasound which is 5.3 cm.  She does complain of minimal discomfort.  Bimanual exam was not able to be performed secondary to the vaginal stenosis and completely intact hymen.,PROCEDURE IN DETAIL: , After informed consent was obtained, the patient was taken back to the Operative Suite, prepped and draped, and placed in the dorsal lithotomy position.  A 1 cm skin incision was made in the infraumbilical vault.  While tenting up the abdominal wall, the Veress needle was inserted without difficulty and the abdomen was insufflated.  This was done using appropriate flow and volume of CO2.  The #11 step trocar was then placed without difficulty.  The above findings were confirmed.  A #12 mm port was then placed approximately 2 cm above the pubic symphysis under direct visualization.  Two additional ports were placed, one on the left lateral aspect of the abdominal wall and one on the right lateral aspect of the abdominal wall.  Both #12 step ports were done under direct visualization.  Using a grasper, the mass was tented up at the inferior pelvic ligament and the LigaSure was placed across this and several bites were taken with good visualization while ligating.  The left ovary was then placed in an Endocatch bag and removed through the suprapubic incision.  The skin was extended around this incision and the fascia was extended using the Mayo scissors.  The specimen was removed intact in the Endocatch bag through this site.  Prior to desufflation of the abdomen, the site where the left adnexa was removed was visualized to be hemostatic.  All the port sites were hemostatic as well.  The fascia of the suprapubic incision was then repaired using a running #0 Vicryl stitch on a UR6 needle.  The skin was then closed with #4-0 undyed Vicryl in a subcuticular fashion.  The remaining incisions were also closed with #4-0 undyed Vicryl in a running fashion after all instruments were removed and the abdomen was completely desufflated.  Steri-Strips were placed on each of the incisions.  The patient tolerated the procedure well.  Sponge, lap, and needle count were x2.  She will go home on Vicodin for pain and followup postoperatively in the office where we will review path report with her.",xlm_roberta_large,OBGYN,GI,0.1482669711112976,S5,S2,0.24310904741287231,Hinglish,469
2581::v1::fbef66cf,"Mera bohot dard ho raha hai, Mujhe PREOPERATIVE DIAGNOSIS:, Left adnexal mass.",xlm_roberta_large,OBGYN,GI,0.14947612583637238,S4,S2,0.24466578662395477,Hinglish,12
2581::v2::8bc0ea23,"Mujhe tabiyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSIS:, Left adnexal mass.",xlm_roberta_large,OBGYN,GI,0.1474585384130478,S4,S2,0.2424365133047104,Hinglish,11
2581::v3::38405fe2,"Yeh dard bahut zyada he kaal subah se, Mujhe PREOPERATIVE DIAGNOSIS:, Left adnexal mass.",xlm_roberta_large,OBGYN,GI,0.14752061665058136,S4,S2,0.24338142573833466,Hinglish,14
2589::v0::ebb82409,"PREOPERATIVE DIAGNOSES:,1.  Pelvic pain.,2.  Hypermenorrhea.,POSTOPERATIVE DIAGNOSES:,1.  Pelvic pain.,2.  Hypermenorrhea.,3.  Mild pelvic endometriosis.,PROCEDURE PERFORMED:,1.  Dilatation and curettage (D&C).,2.  Laparoscopic ablation of endometrial implants.,ANESTHESIA:  ,General endotracheal.,COMPLICATIONS: , None.,ESTIMATED BLOOD LOSS: , Less than 50 cc.,SPECIMEN: , Endometrial curettings.,INDICATIONS: , This is a 26-year-old female with a history of approximately one year of heavy painful menses.  She did complain of some dyspareunia and wants a definitive diagnosis.,FINDINGS: , On bimanual exam, the uterus is small and anteverted with mildly decreased mobility on the left side.  There are no adnexal masses appreciated.  On laparoscopic exam, the uterus is normal appearing but slightly compressible.  The bilateral tubes and ovaries appear normal.  There is evidence of endometriosis on the left pelvic sidewall in the posterior cul-de-sac.  There was no endometriosis in the right pelvic sidewall or along the bladder flap.,There were some adhesions on the right abdominal sidewall from the previous appendectomy.  The liver margin, gallbladder, and bowel appeared normal.  The uterus was sounded to 9 cm.,PROCEDURE: , After consent was obtained, the patient was taken to the operating room and general anesthetic was administered.  The patient was placed in dorsal lithotomy position and prepped and draped in normal sterile fashion.  Sterile speculum was placed in the patient's vagina.  The anterior lip of the cervix was grasped with vulsellum tenaculum.  The uterus was sounded to 9 cm.  The cervix was then serially dilated with Hank dilators.  A sharp curettage was performed until a gritty texture was noted in all aspects of the endometrium.  The moderate amount of tissue that was obtained was sent to Pathology.  The #20 Hank dilator was then replaced and the sterile speculum was removed.  Gloves were changed and attention was then turned to the abdomen where approximately 10 mm transverse infraumbilical incision was made.  The Veress needle was placed into this incision and the gas was turned on.  When good flow and low abdominal pressures were noted, the gas was turned up and the abdomen was allowed to insufflate.  The #11 mm trocar was then placed through this incision and a camera was placed with the above findings noted.  A Bierman needle was placed 2 cm superior to the pubic bone and along the midline to allow a better visualization of the pelvic organs.  A 5 mm port was placed approximately 7 cm to 8 cm to the right of the umbilicus and approximately 3 cm inferior.  The harmonic scalpel was placed through this port and the areas of endometriosis were ablated using the harmonic scalpel.  A syringe was placed on to the Bierman needle and a small amount of fluid in the posterior cul-de-sac was removed to allow better visualization of the posterior cul-de-sac.  The lesions in the posterior cul-de-sac were then ablated using the Harmonic scalpel.  All instruments were then removed.  The Bierman needle and 5 mm port was removed under direct visualization with excellent hemostasis noted.  The camera was removed and the abdomen was allowed to desufflate.  The 11 mm trocar introducer was replaced and the trocar was removed.  The skin was closed with #4-0 undyed Vicryl in subcuticular fashion.  ,Approximately 10 cc of 0.25% Marcaine was placed in the incision sites.  The dilator and vulsellum tenaculum were removed from the patient's cervix with excellent hemostasis noted.  The patient tolerated the procedure well.  Sponge, lap, and needle counts were correct at the end of procedure.  The patient was taken to the recovery room in satisfactory condition.  She will be discharged home with a prescription for Darvocet for pain and is instructed to follow up in the office in two weeks with further treatment will be discussed including approximately six months of continuous monophasic oral contraceptives.",xlm_roberta_large,OBGYN,GI,0.14942914247512817,S4,S2,0.2511358857154846,Hinglish,606
2589::v1::508d89af,"Mera bahut dard ho rha hai, Mujhe PREOPERATIVE DIAGNOSES:,1. Main 26 saal ki hun.",xlm_roberta_large,OBGYN,GI,0.14713138341903687,S4,S2,0.24982354044914246,Hinglish,14
2589::v2::a36b5824,"Mujhe tabiyyat ki shikayat hy, Mujhe PREOPERATIVE DIAGNOSES:,1. Main 26 saal ki hun.",xlm_roberta_large,OBGYN,GI,0.14827559888362885,S4,S2,0.248280331492424,Hinglish,13
2589::v3::8a7d78a7,"Ye dard bahut jiyada hai kal subha se, Mujhe PREOPERATIVE DIAGNOSES:,1. Main 26 saal ki hun.",xlm_roberta_large,OBGYN,GI,0.14511854946613312,S4,S2,0.2534307837486267,Hinglish,16
2596::v0::26a93512,"PREOPERATIVE DX:,1.  Menorrhagia,2.  Desires permanent sterilization.,POSTOPERATIVE DX:,1.  Menorrhagia,2.  Desires permanent sterilization.,OPERATIVE PROCEDURE:,  Hysteroscopy, Essure, tubal occlusion, and ThermaChoice endometrial ablation.,ANESTHESIA: , General with paracervical block.,ESTIMATED BLOOD LOSS: , Minimal.,FLUIDS:,  On hysteroscopy, 100 ml deficit of lactated Ringer's via IV, 850 ml of lactated Ringer's.,COMPLICATIONS: , None.,PATHOLOGY: , None.,DISPOSITION:  ,Stable to recovery room.,FINDINGS:,  A nulliparous cervix without lesions.  Uterine cavity sounding to 10 cm, normal appearing tubal ostia bilaterally, fluffy endometrium, normal appearing cavity without obvious polyps or fibroids.,PROCEDURE: , The patient was taken to the operating room, where general anesthesia was found to be adequate.  She was prepped and draped in the usual sterile fashion.  A speculum was placed into the vagina.  The anterior lip of the cervix was grasped with a single-tooth tenaculum and a paracervical block was performed using 20 ml of 0.50% lidocaine with 1:200,000 of epinephrine.,The cervical vaginal junction at the 4 o'clock position was injected and 5 ml was instilled.  The block was performed at 8 o'clock as well with 5 ml at 10 and 2 o'clock.  The lidocaine was injected into the cervix.  The cervix was minimally dilated with #17 Hanks dilator.  The 5-mm 30-degree hysteroscope was then inserted under direct visualization using lactated Ringer's as a distention medium.  The uterine cavity was viewed and the above normal findings were noted.  The Essure tubal occlusion was then inserted through the operative port and the tip of the Essure device easily slid into the right ostia.  The coil was advanced and easily placed and the device withdrawn.  There were three coils into the uterine cavity after removal of the insertion device.  The device was removed and reloaded.  The advice was to advance under direct visualization and the tip was inserted into the left ostia.  This passed easily and the device was inserted.  It was removed easily and three coils again were into the uterine cavity.  The hysteroscope was then removed and the ThermaChoice ablation was performed.  The uterus was then sounded to 9.5 to 10 cm.  The ThermaChoice balloon was primed and pressure was drawn to a negative 150.  The device was then moistened and inserted into the uterine cavity and the balloon was slowly filled with 40 ml of D5W.  The pressure was brought up to 170 and the cycle was initiated.  A full cycle of eight minutes was performed.  At no time there was a significant loss of pressure from the catheter balloon.  After the cycle was complete, the balloon was deflated and withdrawn.  The tenaculum was withdrawn.  No bleeding was noted.  The patient was then awakened, transferred, and taken to the recovery room in satisfactory condition.",xlm_roberta_large,OBGYN,GI,0.14623042941093445,S4,S2,0.2457568645477295,Hinglish,434
2596::v1::0011d423,"Mera bahut dardh hoo rha hain, Mujhe PREOPERATIVE DX:,1.",xlm_roberta_large,OBGYN,GI,0.14728718996047974,S4,S2,0.24668662250041962,Hinglish,9
2596::v2::f04cc0e1,"Mujhe tabiyyat ki shikayat hai, Mujhe PREOPERATIVE DX:,1.",xlm_roberta_large,OBGYN,GI,0.14580413699150085,S4,S2,0.24263648688793182,Hinglish,8
2596::v3::6264cbde,"Ye dard bohot zyada hain kal subah se, Mujhe PREOPERATIVE DX:,1.",xlm_roberta_large,OBGYN,GI,0.14475253224372864,S4,S2,0.24394077062606812,Hinglish,11
2601::v0::505f4c01,"PREOPERATIVE DIAGNOSIS: , Recurrent vulvar melanoma.,POSTOPERATIVE DIAGNOSIS: , Recurrent vulvar melanoma.,OPERATION PERFORMED: , Radical anterior hemivulvectomy.  Posterior skinning vulvectomy.,SPECIMENS: , Radical anterior hemivulvectomy, posterior skinning vulvectomy.,INDICATIONS FOR PROCEDURE: , The patient has a history of vulvar melanoma first diagnosed in November of 1995.  She had a surgical resection at that time and recently noted recurrence of an irritated nodule around the clitoris.  Biopsy obtained by The patient confirmed recurrence.  In addition, biopsies on the posterior labia (left side) demonstrated melanoma in situ.,FINDINGS: , During the examination under anesthesia, the biopsy sites were visible and a slightly pigmented irregular area of epithelium was seen near the clitoris.  No other obvious lesions were seen.  The room was darkened and a Woods lamp was used to inspect the epithelium.  A marking pen was used to outline all pigmented areas, which included several patches on both the right and left labia.,PROCEDURE: , The patient was prepped and draped and a scalpel was used to incise the skin on the anterior portion of the specimen.  The radical anterior hemivulvectomy was designed so that a 1.5-2.0 cm margin would be obtained and the depth was carried to the fascia of the urogenital diaphragm.  Subcutaneous adipose was divided with electrocautery and the specimen was mobilized from the periosteum.  After removal of the radical anterior portion, the skin on the posterior labia and perineal body was mobilized.  Skin was incised with a scalpel and electrocautery was used to undermine.  After removal of the specimen, the wounds were closed primarily with subcutaneous interrupted stitches of 3-0 Vicryl suture.  The final sponge, needle, and instrument counts were correct at the completion of the procedure.  The patient was then taken to the Post Anesthesia Care Unit in stable condition.",xlm_roberta_large,OBGYN,GI,0.1464061439037323,S4,S2,0.24389368295669556,Hinglish,288
2601::v1::829ed2da,"Mera bahot dard ho raha hai, Mujhe PREOPERATIVE DIAGNOSIS: , Recurrent vulvar melanoma.",xlm_roberta_large,OBGYN,GI,0.14838191866874695,S4,S2,0.24622604250907898,Hinglish,13
2601::v2::db2e6f0f,"Mujhe tabiyat ki shikayat hai, Mujhe PREOPERATIVE DIAGNOSIS: , Recurrent vulvar melanoma.",xlm_roberta_large,OBGYN,GI,0.14691162109375,S4,S2,0.2441766858100891,Hinglish,12
2601::v3::a7379553,"Ye dard bohot zyada he kal subaha se, Mujhe PREOPERATIVE DIAGNOSIS: , Recurrent vulvar melanoma.",xlm_roberta_large,OBGYN,GI,0.14552195370197296,S4,S2,0.2440824806690216,Hinglish,15
2626::v0::effad5e9,"DELIVERY NOTE: , On 12/23/08 at 0235 hours, a 23-year-old G1, P0, white female, GBS negative, under epidural anesthesia, delivered a viable female infant with Apgar scores of 7 and 9.  Points taken of for muscle tone and skin color.  Weight and length are unknown at this time.  Delivery was via spontaneous vaginal delivery.  Nuchal cord x1 were tight and reduced.  Infant was DeLee suctioned at perineum.  Cord clamped and cut and infant handed to the awaiting nurse in attendance.  Cord blood sent for analysis, intact.  Meconium stained placenta with three-vessel cord was delivered spontaneously at 0243 hours.  A 15 units of Pitocin was started after delivery of the placenta.  Uterus, cervix, and vagina were explored and a mediolateral episiotomy was repaired with a 3-0 Vicryl in a normal fashion.  Estimated blood loss was approximately 400 mL.  The patient was taken to the recovery room in stable condition.  Infant was taken to Newborn Nursery in stable condition.  The patient tolerated the procedure well.  The only intrapartum event that occurred was thick meconium.  Otherwise, there were no other complications.  The patient tolerated the procedure well.",xlm_roberta_large,OBGYN,GI,0.14165844023227692,S4,S2,0.24695639312267303,Hinglish,184
2626::v1::99a02f33,"Mera bhut dard hoo rha hain, Mujhe DELIVERY NOTE: , On 12/23/08 at 0235 hours, a 23-year-old G1, P0, white female, GBS negative, under epidural anesthesia, delivered a viable female infant with Apgar scores of 7 and 9.",xlm_roberta_large,OBGYN,GI,0.14346052706241608,S4,S2,0.24773715436458588,Hinglish,38
2626::v2::1d306a4e,"Mujhe tabiyyat ki shikayat he, Mujhe DELIVERY NOTE: , On 12/23/08 at 0235 hours, a 23-year-old G1, P0, white female, GBS negative, under epidural anesthesia, delivered a viable female infant with Apgar scores of 7 and 9.",xlm_roberta_large,OBGYN,GI,0.14437904953956604,S4,S2,0.24776607751846313,Hinglish,37
2626::v3::54ba446f,"Ye dard bohot jiyada hai kal subah se, Mujhe DELIVERY NOTE: , On 12/23/08 at 0235 hours, a 23-year-old G1, P0, white female, GBS negative, under epidural anesthesia, delivered a viable female infant with Apgar scores of 7 and 9.",xlm_roberta_large,OBGYN,GI,0.14246468245983124,S4,S2,0.24463912844657898,Hinglish,40
